,Unnamed: 0.1,Unnamed: 0,id,region,country,area,latitude,longitude,site_name,basin,formation,unit_designation,type,storage_unit_type,discovery_status,age,publication,project_history,development_plan,containment_summary,assessment_notes,simulation_model,year_of_publication,date_of_assessment,author,site_area_km2,depth,thickness_m,ntg,porosity,permeability_md,brine_salinity,co2_density,well_count,well_density,single_well_discovery_area,pressure_psig,source_of_storage_efficiency_factor,storage_efficiency,pore_compressibility,frac_pressure,pre_injection_pressure,source_of_analogue,assessment,stored_low,stored_mid,stored_high,on_injection_low,on_injection_mid,on_injection_high,approved_for_development_low,approved_for_development_mid,approved_for_development_high,justified_for_development_low,justified_for_development_mid,justified_for_development_high,development_pending_low,development_pending_mid,development_pending_high,development_on_hold_low,development_on_hold_mid,development_on_hold_high,development_not_viable_low,development_not_viable_mid,development_not_viable_high,development_unclarified_low,development_unclarified_mid,development_unclarified_high,inaccessible_subcommercial_low,inaccessible_subcommercial_mid,inaccessible_subcommercial_high,prospect_low,prospect_mid,prospect_high,lead_low,lead_mid,lead_high,sequence_play_low,sequence_play_mid,sequence_play_high,basin_play_low,basin_play_mid,basin_play_high,undiscovered_inaccessible_low,undiscovered_inaccessible_mid,undiscovered_inaccessible_high,total_low,total_mid,total_high,sum_low,sum_mid,sum_high,flowtest,rocktype,project_spec,p50_pore_volume_mmcum,prop_considered_discovered
300,300,300,10301,Asia,IDN,South Sumatera ,-3.5452777777777778,104.06888888888888,South Palembang Sub-basin,South Sumatra,"Talang Akar, Baturaja, & Lahat Formation",Saline Aquifer,Saline,Hybrid or Unspecified,Undiscovered,Eocene - Miocene,"O. Hedriana, Sugihardjo and Usman, “Assessment of CO2-EOR and Storage Capacity in South Sumatera and West Java Basins,” Energy Procedia, vol. 114, pp. 4666-4678, 2017.","It is believed that this study builds on the world bank 2015 (Takahashi et al.) paper. Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia Development Bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is part of the research in CCS technologies enacted by the governments ""National Action Plan on Greenhouse Gas Emissions Reduction. The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and West Java.","The study is based around finding storage sites to store CO2 emissions from proposed ""clean coal"" power stations in South Sumatera and west Java. The authors investigate the west java and South Sumatera basins which as well as having large saline aquifers, also have plenty of depleted petroleum fields which would support fast rollout of commercial CCS with less storage site studies needed. ","Across all sub-basins, the highest quality seal would be provided by the Early to middle Miocene open marine shale, this shale exists in the upper Talang Akar, Batu Raja and Gumai formations. The seal in the upper Talang Akar formation is most effective in the central part of the basin where it is draped over structural highs. This seal has been proven to seal gas columns of over 500m.",Undiscovered: inaccessible. Most of the Carbonate Aquifers occur in the South Palembang sub-basin. All the sandstone aquifers (Except for North Palembang) increase steadily in volume from South to North. The total storage resource number for the south Sumatra basin is large enough to justify further quantification and refinement through future studies. ,,2017,Cycle 2,AJ,759.73,3,20,0.0,0,0,0,225.41,0.0,0.0,200.0,11.721092,Volumetric ,0.01,0,0,0,volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,1712.0,0.0,0.0,1712000000.0,0.0,No,Carbonate,NO,,0.0
301,301,301,10302,Asia,IDN,South Sumatra,-2.776388888888889,104.57805555555557, Saline Aquifer in South Sumatra - under CO2-rich gas field (Talang Akar Fm),South Sumatra,Talang Akar Fm,Saline Aquifer,Saline,Hybrid or Unspecified,Undiscovered,,"CO2CRC Technologies Pty Ltd, “Assessment of the capture and storage potential of CO2 co-produced with natural gas in South-East Asia,” Asia-Pacific Economic Cooperation, Sydney, Australia, 2010.",,"A simple simulation was conducted to determine the maximum rate of CO2 that can be injected over the injection period (20 years) without the pressure in the reservoir exceeding its fracture pressure. Sensitivities were carried out on the number of wells required. The volume of CO2 modeled was based on production modelling. The analyses implicitly assume injection sites with the reservoir properties assumed for the sedimentary basin where they are located.CO2 injected into saline formation underneath the CO2-rich gas field. No platform, 4 deviated wells injecting a total of 0.5Mt/y, 10km 100mm pipeline with 1MW of compression","The development plan proposes injection into the same unit (Talang Akar Fm) as the high-CO2 gas field. Although a simple simulation has been conducted, no simulation modeling has been carried out to understand possible migration of injected CO2 into the structure as the gas field is produced. The permeability of 1000mD, however, may provide a containment challenge, where injected CO2 migrates into the depleting field.","Undiscovered, inaccessible. Inaccessible due to the lack of CCS regulatory framework in Indonesia. A simple simulation was conducted to determine the maximum rate of CO2 that can be injected over the injection period (20 years) without the pressure in the reservoir exceeding its fracture pressure. However, the reservoir properties are subject to large uncertainties and variations due to the lithology type, more work is needed to properly model CO2 storage in this saline aquifer. ",,2010,Cycle 2,AJ,0.0,37,37,0.0,21.5,1000,0,0.0,0.0,,200.0,20.00169876,,0,0,32.59842528,0,,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,9.7,0.0,0.0,9700000.0,0.0,No,Clastic,YES,,
302,302,302,10303,Asia,IDN,West Java,-6.556666666666667,108.55888888888887,Greater West Java Basin: saline aquifers,Java Sea,"Talang Akar Fm, Batu Raja Fm, Upper Cibulakan Group",Saline Aquifer,Saline,Hybrid or Unspecified,Undiscovered,Late Oligocene - Miocene,"O. Hedriana, Sugihardjo and Usman, “Assessment of CO2-EOR and Storage Capacity in South Sumatera and West Java Basins,” Energy Procedia, vol. 114, pp. 4666-4678, 2017.","Part of a wider study on CCS in Indonesia covering CO2-EOR and depleted gas field storage resource, an evaluation of the theoretical storage in saline aquifers associated with hydrocarbon reservoirs used data from 15 fields representing one third of basin area. Storage resource from areas covered by data are reported as a separate site entry (West Java saline aquifers). An additional resource value is published to represent remaining two thirds of West java Basin (this entry).",None available. ,Proven seals  work in oil and gas province (Upper Oligocene to Miocene). West Java Basin considered relatively low seismicity over past 100 years (deep (300-650km) earthquakes occur below Java Sea).,Storage resource is very high level estimate of additional resource in West Java basin away from hydrocarbon field data control. West Java saline aquifer resource (based on areas with field data) is subtracted from Greater West Java resource to avoid double accounting. Undiscovered: Inaccessible due to low confidence in resource estimate and lack of regulatory system for CCS.,,2017,Cycle 2,SB,9913.0,2750,3000,0.0,0,0,0,0.0,0.0,0.0,200.0,0.0,IEA GHG 2013,5.2,0,0,0,"Volumetric method for resource estimation using probabilistic storage efficiency range (carbonates)  P10: 3.5%, P50: 5.2%, P90: 7.3%. ",Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.1,1352.68,1712.76,761.1,1352.68,1712.76,761.1,1352680000.0,1712.76,Yes,Carbonate,NO,,0.0
303,303,303,10304,Asia,IDN,West Java,-6.440833333333334,108.2325,West Java Basin Saline Aquifers,Northwest Java,"Talang Akar Fm, Batu Raja Fm, Upper Cibulakan Group",Saline Aquifer,Saline,Hybrid or Unspecified,Discovered awaiting detailed evaluation,Late Oligocene - Miocene,"O. Hedriana, Sugihardjo and Usman, “Assessment of CO2-EOR and Storage Capacity in South Sumatera and West Java Basins,” Energy Procedia, vol. 114, pp. 4666-4678, 2017.","Review of data from 15 hydrocarbon fields to evaluate storage potential of main reservoir units in the basin. Several reservoir-seal pairs known from onshore and offshore. Most fields are in offshore area in Suna Asri, Central Arjuna, North Arjuna, and Jatibarang sub-basins. Two approaches to estimating resource potential applied: US DOE (2011) using a P50 probabilistic storage efficiency factor of 15%, and the IEAGHG (2013) probabilistic value of 5.2% (P50). The IEAGHG estimate is used in this assessment.",None available. ,"Multiple (small) oil and gas fields suggest presence of a working seal in part of the basin. No further details provided. Wets Java basin is considered to be relatively aseismic, particularly in the north part of the basin. Presence of oil and gas fields seen as a positive indicator for storage potential.",Resource values assessed are based on volumetric estimates for 15 field area. Study uses a multiplier of 3 to extend data to full areal extent of basin. Estimates for wider area are provided in the 'Greater West Java Basin' site entry in the Catalogue: values are adjusted for local 15 field area (this site entry).,,2017,Cycle 2,SB,4956.0,0,0,0.0,0,0,0,0.0,0.0,0.0,200.0,0.0,Volumetric,0.052,0,0,0,IEAGHG 2013,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.55,676.34,856.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.55,676.34,856.38,380.55,676340000.0,856.38,No,Carbonate,NO,,0.0
304,304,304,10305,Asia,IDN,South Sumatra,-3.4319444444444445,103.70138888888889,GFSS-11,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage:2024.  Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GFSS field and field 7c from ADB - 2013 due to poor data quality. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.",,2015,Cycle 2,SB,0.0,970,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,13300000.0,0.0,No,Clastic,NO,,1.0
305,305,305,10306,Asia,IDN,South Sumatra,-3.393055555555556,104.09388888888888,GFSS-2,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage: 2017. Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GSSF field and field 7c from ADB - 2013. Due to poor data quality, uncertainties exist regarding double counting between this site and site 7b from ADB 2013 paper. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.



",,2015,Cycle 2,SB,0.0,1720,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,13700000.0,0.0,No,Clastic,NO,,1.0
306,306,306,10307,Asia,IDN,South Sumatra,-3.3744444444444444,104.02388888888888,GFSS-3,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage: 2017. Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GSSF field and field 7c from ADB - 2013. Due to poor data quality, uncertainties exist regarding double counting between this site and site 7b from ADB 2013 paper. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.



",,2015,Cycle 2,SB,0.0,1720,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,41700000.0,0.0,No,Clastic,NO,,1.0
307,307,307,10308,Asia,IDN,South Sumatra,-3.095,103.51611111111112,GFSS-6,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage: 2017. Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GSSF field and field 7c from ADB - 2013. Due to poor data quality, uncertainties exist regarding double counting between this site and site 7b from ADB 2013 paper. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.



",,2015,Cycle 2,SB,0.0,1160,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,24400000.0,0.0,No,Clastic,NO,,1.0
308,308,308,10309,Asia,IDN,South Sumatra,-3.468055555555556,103.8825,GFSS-7,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage: 2022. Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GSSF field and field 7c from ADB - 2013 due to poor data quality. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.

",,2015,Cycle 2,SB,0.0,1720,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,9400000.0,0.0,No,Clastic,NO,,1.0
309,309,309,10310,Asia,IDN,South Sumatra,-3.379722222222222,103.72972222222222,GFSS-9,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Discovered: Inaccessible. Year available for CO2 storage:  2014. Storage resources along with other data is available for 6 ""GFSS"" fields in table 5-3. Locations for these fields is included on a map within LEMIGAS: CCS and implementation in Indonesia (slide 8). Available here: http://www.ccop.or.th/ccsm/data/28/docs/CCS%20Lemigas-ccop%202015-f%20submit.pdf. Some uncertainty as to whether there is double accounting with 1 GSSF field and field 7c from ADB - 2013 due to poor data quality. No lat/long data available and no lat/long markings on map (link above) so lat/long data highly estimated.

",,2015,Cycle 2,SB,0.0,1720,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,17800000.0,0.0,No,Clastic,NO,,1.0
310,310,310,10311,Asia,IDN,South Sumatra,-3.455833333333333,103.49111111111112,South Sumatra Cumulative Depleted Gas Fields ,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"World Bank, “The Indonesia Carbon Capture Storage (CCS) Capacity Building Program: CCS for Coal-fired Power Plants in Indonesia,” International Bank for Reconstruction and Development, Washington DC, 2015.","Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from the proposed ""clean coal"" power stations: Sumsel and Bojonegara in South Sumatera and west Java respectively.",Not specified,"Data for cumulative gas field storage in the south Sumatera basin is given by ADB 2013 (831Mt over 35 fields), World bank 2015 (532Mt over 32-fields) & Hedriana et al 2017 (537Mt over 45-fields) - for full references see 'Publication heading'. Individual gas field resources (with code name and rough location on map) totalling 875.3Mt (over 13 fields) will supersede this entry, therefore storage resource here is reported as a NULL.  These Individual gas field resources are given in World bank 2015 and ADB 2013",,"2013, 2015 & 2017. ",Cycle 2,SB,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Clastic,NO,,1.0
311,311,311,10312,Asia,IDN,South Sumatra,-2.7783333333333333,104.40111111111112,South Sumatra Depleted Oil Fields: All,South Sumatra,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"U. P. Iksandar, Usman and S. Sofyan, “Ranking of Indonesia sedimentary basin and storage capacity estimates for CO2 geological storage,” Energy Procedia, vol. 37, pp. 5172-5180, 2013.","There is no mention of previous Indonesia studies that Iskandar et al. build on in the introduction, only that the ranking method was based on Bachu et al. 2003. The only known previous study of CCS in Indonesia is the CO2CRC 2010 (APEC) study which focuses solely on storing CO2 from high CO2 gas fields.  The study recognises that Indonesia has excellent opportunities for deployment of CCS due to availability of sedimentary basins with oil and gas reservoirs (some nearing depletion) and existing infrastructure which can be used for transport of captured CO2. ","No specific development plan details are available. Accessibility (to CO2 source) and infrastructure (existing to be reused) are presented as part of the ""ranking criteria"" used in this paper. The Salawati basin ranks within the top 9th out of 60 basins considered in Indonesia. ",Not specified.,"discovered. The storage resource was calculated using the CSLF methodology for depleted oil and gas reservoirs. It ""assumes that the volume previously occupied by hydrocarbons becomes, by and large, available for CO2 storage. This method does not account for... All depleted gas fields presented by Iskandar et al. have a Np/Ult ratio of greater than or equal to 55%.",,2013,Cycle 2,SB,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54000000.0,0.0,No,Clastic,NO,,1.0
312,312,312,10313,Asia,IDN,West Java,-5.840555555555556,107.5025,West Java - All offshore depleted gas fields. ,Northwest Java,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"O. Hedriana, Sugihardjo and Usman, “Assessment of CO2-EOR and Storage Capacity in South Sumatera and West Java Basins,” Energy Procedia, vol. 114, pp. 4666-4678, 2017.","It is believed that this study builds on the world bank 2015 (Takahashi et al.) paper. Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is part of the research in CCS technologies enacted by the governments ""National Action Plan on Greenhouse Gas emissions reduction. The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from proposed ""clean coal"" power stations in South Sumatera and west Java. The authors investigate the west java and South Sumatera basins which as well as having large saline aquifers, also have plenty of depleted petroleum fields which would support fast rollout of commercial CCS with less storage site studies needed. ",Not specified.,Discovered: inaccessible.   28 fields.,,2017,Cycle 2,SB,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,224000000.0,0.0,No,Clastic,NO,,1.0
313,313,313,10314,Asia,IDN,West Java,-6.261666666666667,107.66166666666668,West Java - All onshore depleted gas fields. ,Northwest Java,Unknown,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Unknown,"O. Hedriana, Sugihardjo and Usman, “Assessment of CO2-EOR and Storage Capacity in South Sumatera and West Java Basins,” Energy Procedia, vol. 114, pp. 4666-4678, 2017.","It is believed that this study builds on the world bank 2015 (Takahashi et al.) paper. Other known studies of CCS in the Indonesia region include: Iskandar et al 2013, Asia development bank 2013 and Asia pacific economic corporation 2010 (CO2CRC).  The study is part of the research in CCS technologies enacted by the governments ""National Action Plan on Greenhouse Gas emissions reduction. The study is based around finding storage sites to store CO2 from proposed ""clean coal"" power stations in South Sumatera and west Java.","The study is based around finding storage sites to store CO2 emissions from proposed ""clean coal"" power stations in South Sumatera and west Java. The authors investigate the west java and South Sumatera basins which as well as having large saline aquifers, also have plenty of depleted petroleum fields which would support fast rollout of commercial CCS with less storage site studies needed. ",Not specified.,Discovered: inaccessible.   23 fields.,,2017,Cycle 2,AJ,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,petroleum replacement volume,0,0,0,0,Volumetric analysis,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,171000000.0,0.0,No,Clastic,NO,,1.0
